,artifact,closest_rgb,angle_in_radians,angle_in_deg,slope,qrcode,pose
8140,pc_1583742419-7h4mpmc587_1591451354739_100_006.p,rgb_1583742419-7h4mpmc587_1591451354739_100_100549.665881759.jpg,0.7547809970158146,43.24576558568256,0.9405667719885332,1583742419-7h4mpmc587,100
15709,pc_1583742419-7h4mpmc587_1591451354739_100_001.p,rgb_1583742419-7h4mpmc587_1591451354739_100_100547.860140759.jpg,0.2508683519380097,14.373697779450538,0.25626709463653297,1583742419-7h4mpmc587,100
18428,pc_1583742419-7h4mpmc587_1591451354739_100_000.p,rgb_1583742419-7h4mpmc587_1591451354739_100_100547.458865759.jpg,0.16761929409489099,9.603878116599377,0.1692069627729843,1583742419-7h4mpmc587,100
